,code,post_code,x,y
868,B81690,HU7 4DW,,
869,B81692,HU1 3SA,,
870,B81693,DN32 9EF,,
871,B81695,DN31 3LG,,
872,B81696,DN15 6QV,,
873,B81697,DN32 9EF,,
874,B82001,YO11 1UB,,
875,B82002,YO61 3JR,,
876,B82003,YO30 4RZ,,
877,B82004,HG3 5AT,,
878,B82005,YO24 3WX,,
879,B82006,YO30 6PS,,
880,B82007,BD24 9JA,,
881,B82008,HG4 1HL,,
882,B82010,HG4 2BE,,
883,B82011,YO17 8PH,,
884,B82012,HG2 8AY,,
885,B82013,HG1 5JP,,
886,B82014,HG2 7SA,,
887,B82016,HG1 5AR,,
888,B82017,YO21 1SD,,
889,B82018,YO19 6LE,,
890,B82019,YO7 3RP,,
891,B82020,BD20 7LG,,
892,B82021,YO24 4DB,,
893,B82022,TS9 6BL,,
894,B82023,DL10 7LD,,
895,B82024,YO11 3LJ,,
896,B82025,YO17 9RF,,
897,B82026,YO32 2LL,,
898,B82027,HG1 5AR,,
899,B82028,BD23 1EU,,
900,B82029,DL11 7TH,,
901,B82030,HG4 3SE,,
902,B82031,LS25 6ED,,
903,B82032,YO51 9BD,,
904,B82033,YO18 8BL,,
905,B82034,DL10 4BB,,
906,B82035,DL10 6HB,,
907,B82036,HG4 2AX,,
908,B82037,YO14 9AE,,
909,B82038,YO12 7LB,,
910,B82041,YO8 9AJ,,
911,B82042,YO7 1LU,,
912,B82043,YO31 7WE,,
913,B82044,TS9 5DY,,
914,B82045,DL8 3QR,,
915,B82046,TS13 5AY,,
916,B82047,YO10 5LA,,
917,B82048,YO30 6AE,,
918,B82049,YO7 1LG,,
919,B82050,DL7 8FW,,
920,B82051,YO10 3RL,,
921,B82053,BD23 2HZ,,
922,B82054,YO12 6UB,,
923,B82055,YO24 3BU,,
924,B82056,YO11 1XE,,
925,B82057,YO26 8BN,,
926,B82058,YO12 7EJ,,
927,B82059,HG1 4HG,,
928,B82060,HG5 0AD,,
929,B82061,LA2 7JP,,
930,B82062,YO21 1TX,,
931,B82063,YO13 9JF,,
932,B82064,YO61 1QW,,
933,B82066,DL8 2AT,,
934,B82067,HG5 0JY,,
935,B82068,YO62 5HD,,
936,B82069,HG5 0UB,,
937,B82071,YO23 3UA,,
938,B82072,DL10 4UJ,,
939,B82073,LS25 5AA,,
940,B82074,YO8 4QH,,
941,B82075,DL7 8AW,,
942,B82076,HG1 5AR,,
943,B82077,YO62 6AR,,
944,B82078,DL8 5EP,,
945,B82079,YO61 1LL,,
946,B82080,YO32 5UA,,
947,B82081,YO41 4DY,,
948,B82082,YO31 7WQ,,
949,B82083,YO24 4HD,,
950,B82086,YO21 2PA,,
951,B82088,YO12 7AS,,
952,B82091,HG1 5AR,,
953,B82092,YO11 1UB,,
954,B82095,YO26 5LD,,
955,B82097,YO8 4BL,,
956,B82098,YO1 7NP,,
957,B82099,BD23 5LS,,
958,B82100,YO24 3BZ,,
959,B82101,YO22 5DP,,
960,B82103,YO31 7YD,,
961,B82104,DL9 3JD,,
962,B82105,LS24 8HD,,
963,B82106,YO12 5SD,,
964,B82609,YO62 4EF,,
965,B82611,YO12 7RE,,
966,B82619,YO60 6PS,,
967,B82622,DL11 6SU,,
968,B82627,HG3 2XT,,
969,B82628,YO14 0NN,,
970,B82629,YO31 1EX,,
971,B82634,YO8 4ET,,
972,B82635,YO11 1XE,,
973,B82636,DL7 8LZ,,
974,B82638,DL9 3JD,,
975,B82639,YO31 7WA,,
976,B82640,YO11 1XE,,
977,B83002,LS29 8TQ,,
978,B83005,BD3 7HZ,,
979,B83006,BD20 0DG,,
980,B83007,BD9 6LL,,
981,B83008,BD21 2JH,,
982,B83009,BD12 9NG,,
983,B83010,BD6 2DD,,
984,B83011,BD5 8EL,,
985,B83012,BD8 9PB,,
986,B83013,BD18 3EE,,
987,B83014,BD16 4RP,,
988,B83015,BD4 9QA,,
989,B83016,BD3 0HX,,
990,B83017,BD7 4PL,,
991,B83018,BD10 8RU,,
992,B83019,LS29 7HG,,
993,B83020,BD13 2GD,,
994,B83021,BD21 2LD,,
995,B83022,BD17 5NH,,
996,B83023,BD21 1SA,,
997,B83025,BD5 0NX,,
998,B83026,BD3 0BS,,
999,B83027,BD22 8DH,,
1000,B83028,BD6 1TD,,
1001,B83029,BD12 0TH,,
1002,B83030,BD13 3LG,,
1003,B83031,BD16 3PA,,
1004,B83032,BD3 8QH,,
1005,B83033,BD21 1LA,,
1006,B83034,BD7 3AH,,
1007,B83035,BD7 3EG,,
1008,B83037,BD15 0NJ,,
1009,B83038,BD9 5PZ,,
1010,B83039,BD18 1QB,,
1011,B83040,BD18 4RX,,
1012,B83041,BD4 7SS,,
1013,B83042,BD4 7SS,,
1014,B83043,BD5 8EL,,
1015,B83044,BD4 9QA,,
1016,B83045,BD14 6NF,,
1017,B83049,BD14 6ES,,
1018,B83050,BD15 7WA,,
1019,B83051,BD5 0HR,,
1020,B83052,BD8 9LB,,
1021,B83054,BD10 9AZ,,
1022,B83055,BD7 3JX,,
1023,B83056,BD2 3AA,,
1024,B83058,BD3 8QH,,
1025,B83061,BD22 7HN,,
1026,B83062,BD10 0JE,,
1027,B83063,BD18 3EG,,
1028,B83064,BD2 1QG,,
1029,B83067,BD16 4RP,,
1030,B83069,BD8 9DW,,
1031,B83070,BD7 3HY,,
1032,B83071,BD15 7WA,,
1033,B83602,BD21 3AU,,
1034,B83604,BD8 8RA,,
1035,B83611,BD3 8QH,,
1036,B83613,BD8 7SY,,
1037,B83614,BD8 8RA,,
1038,B83617,BD8 9DW,,
1039,B83620,LS29 0LZ,,
1040,B83621,BD7 3EG,,
1041,B83622,BD8 9LB,,
1042,B83624,LS29 8TH,,
1043,B83626,BD2 4RA,,
1044,B83627,BD9 4LH,,
1045,B83628,BD8 7RT,,
1046,B83629,BD2 4RA,,
1047,B83631,BD7 2BL,,
1048,B83638,BD3 0BS,,
1049,B83641,BD8 9DP,,
1050,B83642,BD8 9DW,,
1051,B83653,BD5 0NX,,
1052,B83656,BD1 3RA,,
1053,B83657,BD1 3LS,,
1054,B83659,BD7 2BL,,
1055,B83660,BD8 8JT,,
1056,B83661,BD3 8QH,,
1057,B83662,BD16 1AT,,
1058,B83664,BD8 8NR,,
1059,B83666,BD7 3JX,,
1060,B83667,BD7 3JX,,
1061,B83668,BD6 3NL,,
1062,B83690,BD1 4QH,,
1063,B83693,BD10 0ED,,
1064,B83695,BD1 4QH,,
1065,B83696,BD8 9PB,,
1066,B83698,BD8 8RA,,
1067,B83699,BD8 8RA,,
1068,B83700,BD1 3RA,,
1069,B84001,HX6 3AB,,
1070,B84002,HX1 4NJ,,
1071,B84003,HD6 1AT,,
1072,B84004,HX7 7BZ,,
1073,B84005,HX1 2HB,,
1074,B84006,OL14 5RN,,
1075,B84007,HX6 4BN,,
1076,B84008,HX3 8AF,,
1077,B84009,HX4 8BD,,
1078,B84010,HX2 9LL,,
1079,B84011,HD6 1AT,,
1080,B84012,HX1 4JG,,
1081,B84013,HX2 0QL,,
1082,B84014,HD6 3NA,,
1083,B84016,HX5 9BA,,
1084,B84017,HX5 0AQ,,
1085,B84019,HX1 2ES,,
1086,B84021,HX1 3LW,,
1087,B84610,HX1 5UA,,
1088,B84612,HX1 5AX,,
1089,B84613,HX2 8AL,,
1090,B84614,HX3 6EL,,
1091,B84615,HX3 9QB,,
1092,B84618,HX2 8RQ,,
1093,B84623,HD6 3HT,,
1094,B85001,BD19 5AP,,
1095,B85002,HD8 9JL,,
1096,B85004,WF13 1HN,,
1097,B85005,HD8 8DJ,,
1098,B85006,HD9 3TR,,
1099,B85008,WF17 5ED,,
1100,B85009,WF13 3JY,,
1101,B85010,HD5 8DY,,
1102,B85011,HD7 5JY,,
1103,B85012,WF16 0HH,,
1104,B85014,WF16 0HH,,
1105,B85015,WF17 5DN,,
1106,B85016,HD1 3UP,,
1107,B85018,WF17 5SS,,
1108,B85019,WF14 8DU,,
1109,B85020,WF13 1HN,,
1110,B85021,BD19 3RQ,,
1111,B85022,HD9 6AG,,
1112,B85023,HD5 8XW,,
1113,B85024,HD5 9XP,,
1114,B85025,WF17 9PL,,
1115,B85026,HD8 0SJ,,
1116,B85027,HD3 3DY,,
1117,B85028,HD2 2QA,,
1118,B85030,BD19 5AP,,
1119,B85031,HD8 0HH,,
1120,B85032,HD9 5QQ,,
1121,B85033,HD3 3JD,,
1122,B85036,HD3 4LB,,
1123,B85037,HD4 6JE,,
1124,B85038,WF12 0DH,,
1125,B85041,WF17 7PF,,
1126,B85042,HD1 4TS,,
1127,B85044,HD1 3SB,,
1128,B85048,HD2 1DH,,
1129,B85051,HD7 4QQ,,
1130,B85054,HD7 6DF,,
1131,B85055,WF13 4HT,,
1132,B85058,HD1 5PU,,
1133,B85059,HD7 5AB,,
1134,B85060,HD1 5PX,,
1135,B85061,HD8 9DA,,
1136,B85062,HD1 3AL,,
1137,B85606,WF12 9DW,,
1138,B85610,HD9 3TP,,
1139,B85611,HD2 1AE,,
1140,B85612,WF15 6DF,,
1141,B85614,HD1 6DZ,,
1142,B85619,WF16 9JG,,
1143,B85620,WF12 7BD,,
1144,B85621,BD19 3RQ,,
1145,B85622,WF17 5QT,,
1146,B85623,HD1 4LE,,
1147,B85625,HD1 4EN,,
1148,B85628,HD1 4DT,,
1149,B85629,WF13 3JY,,
1150,B85634,HD2 2YD,,
1151,B85636,HD1 4QR,,
1152,B85638,HD3 3XA,,
1153,B85640,WF17 9HE,,
1154,B85641,HD1 3XH,,
1155,B85644,HD9 4EN,,
1156,B85645,WF12 9AY,,
1157,B85646,WF13 2AJ,,
1158,B85650,WF13 3JY,,
1159,B85652,WF12 9DU,,
1160,B85655,WF17 5DH,,
1161,B85656,HX1 5ER,,
1162,B85657,WF13 1LY,,
1163,B85658,HD1 1LZ,,
1164,B85659,HD1 4EW,,
1165,B85660,HD5 8BE,,
1166,B86001,LS27 9NB,,
1167,B86002,LS11 8LH,,
1168,B86003,LS12 3HD,,
1169,B86004,LS16 7RX,,
1170,B86005,LS11 5HT,,
1171,B86006,LS26 8SZ,,
1172,B86007,LS14 5JS,,
1173,B86008,LS17 5DT,,
1174,B86009,LS15 8BZ,,
1175,B86010,LS22 5BQ,,
1176,B86011,LS28 7QR,,
1177,B86012,LS11 8LH,,
1178,B86013,LS17 6PZ,,
1179,B86014,LS28 7DE,,
1180,B86015,LS13 2UP,,
1181,B86016,LS9 9EF,,
1182,B86017,LS6 2RX,,
1183,B86018,LS28 7XP,,
1184,B86019,LS7 3DR,,
1185,B86020,WF3 3SA,,
1186,B86022,LS8 3BZ,,
1187,B86023,LS17 7BE,,
1188,B86024,LS12 1HU,,
1189,B86025,LS6 1SG,,
1190,B86026,LS8 3BA,,
1191,B86028,LS27 9EW,,
1192,B86029,LS21 3HD,,
1193,B86030,LS6 2AF,,
1194,B86031,LS7 3EX,,
1195,B86032,LS21 1BQ,,
1196,B86033,LS22 6RT,,
1197,B86034,LS23 6PY,,
1198,B86035,LS10 2PT,,
1199,B86036,LS25 7JN,,
1200,B86037,LS25 7JU,,
1201,B86038,LS19 7PS,,
1202,B86039,LS7 4LF,,
1203,B86041,LS5 3QT,,
1204,B86042,LS10 3NB,,
1205,B86043,LS9 9JD,,
1206,B86044,LS16 6FR,,
1207,B86046,LS21 1BJ,,
1208,B86047,LS19 6DD,,
1209,B86048,LS25 1HB,,
1210,B86049,LS6 2SF,,
1211,B86050,LS28 5PL,,
1212,B86051,LS19 7JN,,
1213,B86052,LS20 8AR,,
1214,B86054,LS9 9EF,,
1215,B86055,LS15 8BA,,
1216,B86056,LS17 8AE,,
1217,B86057,LS27 9NB,,
1218,B86058,LS28 6DR,,
1219,B86059,LS6 4JN,,
1220,B86060,LS12 1JE,,
1221,B86061,LS8 4HQ,,
1222,B86062,LS14 6DX,,
1223,B86064,WF3 1RQ,,
1224,B86065,LS16 5BJ,,
1225,B86066,LS8 1AY,,
1226,B86067,LS27 9EN,,
1227,B86068,LS5 3JN,,
1228,B86069,LS4 2EL,,
1229,B86070,LS19 7JN,,
1230,B86071,LS12 5SG,,
1231,B86074,LS18 4JY,,
1232,B86075,LS15 9JH,,
1233,B86077,LS26 0UE,,
1234,B86081,LS9 6AU,,
1235,B86086,LS6 3DS,,
1236,B86089,WF10 2DP,,
1237,B86090,LS7 4HP,,
1238,B86092,LS25 7AB,,
1239,B86093,LS14 1HX,,
1240,B86094,LS28 9AP,,
1241,B86095,LS11 9RE,,
1242,B86096,LS10 2JJ,,
1243,B86100,LS7 4HZ,,
1244,B86101,LS27 7HL,,
1245,B86102,LS9 8RZ,,
1246,B86103,LS8 5DE,,
1247,B86104,LS13 2BL,,
1248,B86106,LS14 6GG,,
1249,B86107,LS17 5DT,,
1250,B86108,LS7 4BB,,
1251,B86109,LS6 3DS,,
1252,B86110,LS2 9AE,,
1253,B86623,LS8 5BS,,
1254,B86625,LS22 6JS,,
1255,B86633,LS10 2PT,,
1256,B86638,LS9 7RD,,
1257,B86642,LS10 2PE,,
1258,B86643,LS8 5AN,,
1259,B86648,LS15 8NN,,
1260,B86651,LS8 4HA,,
1261,B86653,LS9 9NQ,,
1262,B86654,LS8 4AA,,
1263,B86655,LS13 4JH,,
1264,B86658,LS25 1AN,,
1265,B86666,LS7 3JT,,
1266,B86667,LS11 8PN,,
1267,B86669,LS9 8AA,,
1268,B86670,LS14 2EH,,
1269,B86672,LS12 5SG,,
1270,B86673,LS23 6RN,,
1271,B86674,LS7 3QB,,
1272,B86675,LS9 7TA,,
1273,B86678,BD11 1JU,,
1274,B86681,LS22 6JS,,
1275,B86682,LS10 4HT,,
1276,B86684,LS10 4UZ,,
1277,B86685,LS17 6AW,,
1278,B87001,WF4 4PA,,
1279,B87002,WF4 5BY,,
1280,B87003,WF7 7HZ,,
1281,B87004,WF1 4PR,,
1282,B87005,WF10 1PH,,
1283,B87006,WF9 3AP,,
1284,B87007,WF8 1NF,,
1285,B87008,WF2 8FE,,
1286,B87009,WF7 5HE,,
1287,B87011,WF8 1SU,,
1288,B87012,WF1 5PN,,
1289,B87013,WF1 2PE,,
1290,B87015,WF8 4PQ,,
1291,B87016,WF9 2RD,,
1292,B87017,WF1 1PG,,
1293,B87018,WF10 4EN,,
1294,B87019,WF3 4HS,,
1295,B87020,WF2 7GP,,
1296,B87021,WF11 0JA,,
1297,B87022,WF2 9PE,,
1298,B87023,WF10 3TG,,
1299,B87025,WF10 1DP,,
1300,B87026,WF9 4DP,,
1301,B87027,WF1 3JQ,,
1302,B87028,WF4 1HJ,,
1303,B87029,WF1 1PG,,
1304,B87030,LS26 9AA,,
1305,B87031,WF5 8DF,,
1306,B87032,WF7 6JL,,
1307,B87033,WF6 1QD,,
1308,B87036,WF9 3AP,,
1309,B87039,WF6 2AZ,,
1310,B87040,WF5 8DF,,
1311,B87041,WF6 2BU,,
1312,B87042,WF10 2QP,,
1313,B87044,WF2 0DP,,
1314,B87600,WF6 2BU,,
1315,B87602,WF6 2JZ,,
1316,B87604,WF1 4SD,,
1317,B87614,WF1 3AE,,
1318,B87616,WF1 1PG,,
1319,C81001,S43 4PL,,
1320,C81002,S21 4BZ,,
1321,C81003,SK22 4BP,,
1322,C81004,DE5 3TH,,
1323,C81005,DE55 1LU,,
1324,C81006,DE1 1TH,,
1325,C81007,DE1 1FW,,
1326,C81008,S45 9NR,,
1327,C81009,DE1 1PG,,
1328,C81010,NG10 1QQ,,
1329,C81011,S80 4HA,,
1330,C81012,S40 2AB,,
1331,C81013,DE45 1SP,,
1332,C81014,DE21 6AT,,
1333,C81015,S41 8DU,,
1334,C81016,DE45 1ED,,
1335,C81017,DE7 6AX,,
1336,C81018,DE6 5HY,,
1337,C81019,DE1 1TH,,
1338,C81020,DE11 0HU,,
1339,C81021,DE7 8ES,,
1340,C81022,DE7 5PZ,,
1341,C81023,NG10 1RY,,
1342,C81024,S40 2HP,,
1343,C81025,S18 1PY,,
1344,C81026,NG10 5HZ,,
1345,C81027,DE55 4JJ,,
1346,C81028,DE4 3NL,,
1347,C81029,DE55 5PS,,
1348,C81030,DE4 2EU,,
1349,C81031,DE75 7DX,,
1350,C81032,DE11 0PP,,
1351,C81033,NG20 8DG,,
1352,C81034,SK17 6JP,,
1353,C81035,DE23 8AL,,
1354,C81036,DE1 1DZ,,
1355,C81037,DE6 1DR,,
1356,C81038,DE56 0JB,,
1357,C81039,S32 5QH,,
1358,C81040,DE22 2DS,,
1359,C81041,S44 6DF,,
1360,C81042,DE3 0HA,,
1361,C81043,S43 3UZ,,
1362,C81044,S41 8NA,,
1363,C81045,S40 4AA,,
1364,C81046,DE7 6GR,,
1365,C81047,DE24 0GE,,
1366,C81048,DE56 4GG,,
1367,C81049,DE75 7HA,,
1368,C81050,DE55 2AA,,
1369,C81051,DE21 6LA,,
1370,C81052,DE75 7AL,,
1371,C81053,DE55 7AH,,
1372,C81054,DE23 3TX,,
1373,C81055,S42 5ND,,
1374,C81056,S45 9NG,,
1375,C81057,DE65 6QT,,
1376,C81058,S43 1JG,,
1377,C81059,DE5 3HR,,
1378,C81060,DE11 7JE,,
1379,C81061,DE7 5PR,,
1380,C81062,DE4 4JG,,
1381,C81063,SK23 0RH,,
1382,C81064,DE22 2QN,,
1383,C81065,SK17 9BZ,,
1384,C81066,DE72 3HG,,
1385,C81067,S40 3PY,,
1386,C81068,DE21 7RJ,,
1387,C81069,DE56 1AY,,
1388,C81070,S18 2EJ,,
1389,C81071,DE23 8JX,,
1390,C81072,DE23 8RJ,,
1391,C81073,DE1 1JX,,
1392,C81074,SK17 9AY,,
1393,C81075,DE6 3BX,,
1394,C81076,SK17 8NS,,
1395,C81077,SK13 7DE,,
1396,C81079,DE55 1LU,,
1397,C81080,SK23 7SR,,
1398,C81081,SK13 8PS,,
1399,C81082,SK17 0AQ,,
1400,C81083,NG10 1RY,,
1401,C81084,S40 1LE,,
1402,C81086,DE6 1RR,,
1403,C81087,DE24 0RY,,
1404,C81089,S18 8QY,,
1405,C81090,DE7 5PZ,,
1406,C81091,S21 1DX,,
1407,C81092,S33 6RJ,,
1408,C81094,DE4 5PB,,
1409,C81095,S21 3TY,,
1410,C81096,S80 4DY,,
1411,C81097,NG10 4NP,,
1412,C81099,DE55 7DW,,
1413,C81100,DE24 8QJ,,
1414,C81101,DE4 3FD,,
1415,C81104,DE12 6JF,,
1416,C81106,SK13 1DJ,,
1417,C81108,DE73 8EF,,
1418,C81110,DE65 5GZ,,
1419,C81113,DE3 9BJ,,
1420,C81114,DE11 9JT,,
1421,C81115,DE7 5QS,,
1422,C81116,S41 0RG,,
1423,C81118,DE23 6QQ,,
1424,C81604,DE7 5AN,,
1425,C81611,S45 0BA,,
1426,C81615,SK13 6EQ,,
1427,C81616,DE23 8NQ,,
1428,C81617,S41 9JZ,,
1429,C81627,S18 8UE,,
1430,C81629,DE23 8RJ,,
1431,C81633,S42 5ED,,
1432,C81634,SK22 4AQ,,
1433,C81638,S44 6DH,,
1434,C81640,SK13 6NN,,
1435,C81642,NG10 3RJ,,
1436,C81647,S42 5LH,,
1437,C81648,DE21 2DF,,
1438,C81649,S43 1DD,,
1439,C81652,DE1 3AZ,,
1440,C81653,DE22 1FT,,
1441,C81654,S41 0NZ,,
1442,C81655,S44 6DE,,
1443,C81658,S42 6PX,,
1444,C81660,SK13 1DS,,
1445,C81661,DE55 5JJ,,
1446,C81662,S43 4TY,,
1447,C81665,DE73 6SW,,
1448,C81667,S42 7JD,,
1449,C81668,DE1 2GX,,
1450,C81672,SK17 7ES,,
1451,C81673,SK22 4AQ,,
1452,C81674,DE4 3NF,,
1453,C81676,S40 1JF,,
1454,C81678,S40 1JF,,
1455,C81679,S40 1JF,,
1456,C81680,S41 7TD,,
1457,C81681,S40 1JF,,
1458,C82001,LE8 0LG,,
1459,C82002,LE8 5QJ,,
1460,C82003,LE4 3JF,,
1461,C82005,LE3 9ED,,
1462,C82007,DE74 2LB,,
1463,C82008,LE3 8NF,,
1464,C82009,LE16 9BX,,
1465,C82010,LE15 6NT,,
1466,C82011,LE11 1DQ,,
1467,C82012,LE67 6JP,,
1468,C82013,LE18 2EW,,
1469,C82014,LE65 2LP,,
1470,C82015,LE4 7ZX,,
1471,C82016,LE14 4PA,,
1472,C82017,DE12 7HR,,
1473,C82018,LE4 0JF,,
1474,C82019,LE2 9BU,,
1475,C82020,LE2 7HX,,
1476,C82021,LE2 5AA,,
1477,C82022,LE7 9AJ,,
1478,C82023,LE1 2NZ,,
1479,C82024,LE5 3HX,,
1480,C82025,LE17 4EB,,
1481,C82026,LE11 1NQ,,
1482,C82027,LE9 4LJ,,
1483,C82028,LE67 9WU,,
1484,C82029,LE5 2NL,,
1485,C82030,LE5 6LP,,
1486,C82031,LE2 0AS,,
1487,C82032,LE7 7AZ,,
1488,C82033,LE5 0PR,,
1489,C82034,LE12 8BP,,
1490,C82035,LE11 2AG,,
1491,C82036,LE8 0LN,,
1492,C82037,LE5 5FD,,
1493,C82038,LE13 1NX,,
1494,C82039,LE3 2JN,,
1495,C82040,DE74 2EL,,
1496,C82041,LE11 5DX,,
1497,C82042,LE7 2EQ,,
1498,C82043,LE10 1UA,,
1499,C82044,LE15 8PR,,
1500,C82045,LE67 3FA,,
1501,C82046,LE2 6UL,,
1502,C82047,LE10 1DS,,
1503,C82048,LE2 5PP,,
1504,C82050,LE67 4DR,,
1505,C82051,LE9 9PZ,,
1506,C82052,LE67 5HX,,
1507,C82053,LE3 1HN,,
1508,C82054,LE10 2SE,,
1509,C82055,LE19 2DU,,
1510,C82056,LE3 8GS,,
1511,C82058,LE2 6TD,,
1512,C82059,LE3 0QR,,
1513,C82060,LE5 5AY,,
1514,C82061,LE9 8HR,,
1515,C82062,LE12 8PY,,
1516,C82063,LE5 4BP,,
1517,C82064,LE12 9DF,,
1518,C82065,LE2 1QH,,
1519,C82066,LE3 3FN,,
1520,C82067,LE2 4PE,,
1521,C82068,LE8 4NS,,
1522,C82070,LE11 1NH,,
1523,C82071,LE18 2EW,,
1524,C82072,LE67 4DE,,
1525,C82073,LE3 1BL,,
1526,C82075,LE10 1DS,,
1527,C82076,NG13 0AN,,
1528,C82077,LE15 9EG,,
1529,C82078,LE7 2EQ,,
1530,C82079,LE18 4SE,,
1531,C82080,LE2 0TA,,
1532,C82081,LE2 3FT,,
1533,C82082,LE10 1DS,,
1534,C82084,LE4 6NL,,
1535,C82085,LE3 3LW,,
1536,C82086,LE3 5RR,,
1537,C82088,LE2 1QA,,
1538,C82091,LE4 4EE,,
1539,C82092,LE2 8SF,,
1540,C82093,LE9 6RG,,
1541,C82094,LE4 0QR,,
1542,C82095,LE12 7JU,,
1543,C82096,LE67 2BS,,
1544,C82097,LE12 7DJ,,
1545,C82098,LE8 4DN,,
1546,C82099,LE2 1DJ,,
1547,C82100,LE2 9BU,,
1548,C82102,LE12 9UJ,,
1549,C82103,LE11 4RZ,,
1550,C82105,LE5 5PQ,,
1551,C82106,LE67 3PH,,
1552,C82107,LE4 6AW,,
1553,C82108,LE18 2EW,,
1554,C82109,LE17 6PU,,
1555,C82111,LE11 3TU,,
1556,C82112,LE2 4NW,,
1557,C82114,LE3 0QD,,
1558,C82116,LE2 0NN,,
1559,C82119,LE3 0PE,,
1560,C82120,LE67 5HX,,
1561,C82121,LE9 7PB,,
1562,C82122,LE2 3AG,,
1563,C82123,NG13 0AN,,
1564,C82124,LE2 1XD,,
1565,C82600,LE12 7RD,,
1566,C82610,LE3 9PW,,
1567,C82611,LE17 4EB,,
1568,C82614,LE2 6FQ,,
1569,C82620,LE3 0AA,,
1570,C82623,LE4 1EF,,
1571,C82624,LE4 0UZ,,
1572,C82625,LE3 9RF,,
1573,C82626,LE2 9BU,,
1574,C82627,LE4 8NN,,
1575,C82628,LE6 0GL,,
1576,C82631,LE19 4LY,,
1577,C82634,LE6 0JP,,
1578,C82639,LE3 0LP,,
1579,C82641,LE18 2DL,,
1580,C82642,LE5 3GH,,
1581,C82643,LE2 0GU,,
1582,C82644,LE12 7UD,,
1583,C82649,LE15 7PP,,
1584,C82650,LE9 9GR,,
1585,C82651,LE4 6NF,,
1586,C82653,LE3 0QR,,
1587,C82655,LE67 3DX,,
1588,C82656,LE12 9AL,,
1589,C82657,LE7 3QQ,,
1590,C82659,LE2 0TA,,
1591,C82660,LE2 0TA,,
1592,C82662,LE2 7LE,,
1593,C82663,LE65 1HS,,
1594,C82667,LE5 3GH,,
1595,C82669,LE2 8PR,,
1596,C82670,LE1 4SX,,
1597,C82671,LE4 6AW,,
1598,C82676,LE5 1DR,,
1599,C82678,LE4 8EA,,
1600,C82680,LE4 7ZX,,
1601,C83001,LN5 7LB,,
1602,C83002,LN5 0JJ,,
1603,C83003,PE11 1UN,,
1604,C83004,PE21 8UE,,
1605,C83005,PE23 5LG,,
1606,C83006,LN11 9AU,,
1607,C83007,PE9 1YA,,
1608,C83008,NG31 7XT,,
1609,C83009,LN2 2JP,,
1610,C83010,PE21 6PF,,
1611,C83011,NG34 9QP,,
1612,C83013,NG34 9GQ,,
1613,C83014,LN6 7SS,,
1614,C83015,PE20 3JE,,
1615,C83016,LN5 8LZ,,
1616,C83017,PE9 2DH,,
1617,C83018,DN21 2UQ,,
1618,C83019,PE25 2RN,,
1619,C83020,NG32 3PP,,
1620,C83021,PE24 4DE,,
1621,C83022,PE11 2BY,,
1622,C83023,NG34 7HD,,
1623,C83024,NG33 4RZ,,
1624,C83025,LN6 9AY,,
1625,C83026,PE6 8DD,,
1626,C83027,LN9 6AL,,
1627,C83028,PE12 7EE,,
1628,C83029,LN4 1LH,,
1629,C83030,LN4 4AU,,
1630,C83031,LN2 2RS,,
1631,C83032,LN13 9HT,,
1632,C83033,DN20 9ED,,
1633,C83035,PE10 9XR,,
1634,C83036,PE11 4NL,,
1635,C83037,LN2 3JH,,
1636,C83038,LN1 2NU,,
1637,C83039,PE12 6QB,,
1638,C83040,NG31 6QA,,
1639,C83041,LN6 0QQ,,
1640,C83042,LN11 7QU,,
1641,C83043,LN8 3BP,,
1642,C83044,DN21 2DJ,,
1643,C83045,PE25 3TD,,
1644,C83046,LN4 2LA,,
1645,C83047,PE21 8EG,,
1646,C83048,NG31 6HR,,
1647,C83049,PE22 9LE,,
1648,C83051,LN2 5HR,,
1649,C83052,LN1 2XF,,
1650,C83053,NG33 5NJ,,
1651,C83054,PE10 9BT,,
1652,C83055,PE22 8AA,,
1653,C83056,LN11 9EH,,
1654,C83057,PE20 1DS,,
1655,C83058,LN4 1BN,,
1656,C83059,PE21 6JU,,
1657,C83060,PE21 8EG,,
1658,C83061,DN36 5RT,,
1659,C83062,LN4 3EZ,,
1660,C83063,PE12 9HB,,
1661,C83064,LN12 1DP,,
1662,C83065,PE12 7DE,,
1663,C83067,NG23 5FR,,
1664,C83068,PE9 2DG,,
1665,C83071,LN6 8RT,,
1666,C83072,LN2 2JP,,
1667,C83073,LN1 3LJ,,
1668,C83074,DN21 5JZ,,
1669,C83075,NG31 6RQ,,
1670,C83078,LN5 9AB,,
1671,C83079,LN2 4QN,,
1672,C83080,NG31 9NS,,
1673,C83081,LN2 5HU,,
1674,C83082,LN6 0QQ,,
1675,C83083,LN4 4SG,,
1676,C83085,LN11 0JN,,
1677,C83605,LN9 6QP,,
1678,C83611,LN5 9HF,,
1679,C83613,LN7 6NX,,
1680,C83614,PE20 2ET,,
1681,C83615,LN1 3LT,,
1682,C83617,PE6 0AL,,
1683,C83626,LN1 1XP,,
1684,C83628,NG32 1LX,,
1685,C83631,PE11 3DT,,
1686,C83633,DN21 3SB,,
1687,C83634,LN10 6TX,,
1688,C83635,LN10 6SQ,,
1689,C83637,LN6 8NH,,
1690,C83641,LN1 2NU,,
1691,C83642,LN6 8BW,,
1692,C83643,LN8 6ED,,
1693,C83644,DN21 2UQ,,
